20026545,09/02/2020 11:05 AM,DNP- nurse midwifery,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated my discipline specific Slack channel.","Yes, I attended the GSRI Kick-Off event on Monday.",Somewhat Anxious,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Neutral,Agree,999,Strongly Agree,I was grateful for all the links to the information on the UW Website. It allowed me to find them without having to dig for hours.,How to use citation managers,,I was grateful to have this resource to become better acquainted with University of Washington’s resources. I’m a brand new student and knew that I would need to have a leg up starting my degree,Strongly Agree
20025841,09/01/2020 9:44 PM,One health,#1,Peer or other student,"No, I did not join nor participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Comfortable,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,,,,,Strongly Agree
20025681,09/01/2020 6:30 PM,JSIS - Japan Studies,#1,"Liaison Librarian, Department Advisor","Yes, I participated my discipline specific Slack channel., Yes, I participated in my campus specific Slack channel.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Ease of introduction and flow of coursework,The online resources available to me.,,Good,Strongly Agree
20024911,09/01/2020 11:47 AM,Cultural Studies,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Comfortable,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Assignments within the course on canvas were clear and useful in the understanding how research takes place and how to connect with others throughout this experience.,Connection is an important key in learning and research.,"More thank anything, just navigating these systems better. It is a bit stressful, for me at least, having to do assignments as I'm trying to figure out the systems at the same time. But it's to be expected, so no big deal.",It is a great resource for students to learn what avenues and resources are available for research and learning.,Strongly Agree
20024863,09/01/2020 11:23 AM,Health Services - Public Health (COPHP),#1,Other: UW COPHP Mailing List,"Yes, I participated my discipline specific Slack channel., Yes, I participated in private Slack channels.","Yes, I attended both the Kick-Off and the STEM event.",Somewhat Anxious,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,I thought the Zoom introduction with small group breakouts was awesome. I also thought leveraging slack to communicate with facilitators and students was also a strength of this course.,I'm not sure that I can pick just one!,"What's that saying that goes--you don't know what you don't know? This was largely an introduction to library/research databases for me, so I'm not sure what I would have liked to know more about.","I thought GSRI was incredibly helpful, and really well organized. There was so much content covered over just the course of a week, and a ton of resources for connecting with both UW Library staff and databases. I also really liked that you could go throughout the course at your own pace. To be totally transparent, I'm in the process of wrapping up a job on the east coast, so I wasn't able to engage as much as I would have liked. I will definitely be taking the time to review a number of these resources prior to my orientation to the COPHP program on Sept 29th, when I have a little more time to sit down and go through all of this in-depth.",Strongly Agree
20024815,09/01/2020 10:50 AM,Social Work,#1,UW Library Event Calendar,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated my discipline specific Slack channel., Yes, I participated in my campus specific Slack channel., Yes, I participated in private Slack channels.","Yes, I attended the GSRI Kick-Off event on Monday.",Somewhat Anxious,Comfortable,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Strongly Agree
20020464,8/28/2020 1:28 PM,Civil and Environmental Engineering,#1,UW Library Event Calendar,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Comfortable,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,"As a graduate student, I think the clarity of contents, activities, and examples designed in this course were the most useful.","I amazed on the abundance of supports, resources, tools offered in this course. Even though I haven't tried all all of them, or initially I just went to UW library online, this course has made me able to do the my research easier and comfortable: literature reviews, searching relevant databases, creating citations, journal selection, and supports for speaking, writing and grammar. All in one course! I could not ask for more!",,"Awesome! This is my first time I registered in this course, and never thought that its amount were enormously helpful. I'd wish that GSRI keep the content accessible throughout my study at UW. Please!",Strongly Agree
20020467,8/28/2020 1:27 PM,electrical engineering,#1,Liaison Librarian,999,"Yes, I attended both the Kick-Off and the STEM event.",Somewhat Anxious,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,999,Strongly Agree,Strongly Agree,"It was useful that the course had links to helpful resources, and that the links were always specifically tailored to the module/page topic. The course was very organized and allowed me to learn more about parts of research I was previously unaware of.","It was very useful to learn about the databases available, how to search databases, and also how to communicate research to others.",What is it like to be a student researcher? What sort of activities does a student researcher engage in on a daily basis? I am an incoming master's student so I have no previous research experience and that would have been helpful to know.,"I was impressed by how organized it was. One thing that could be improved is to try to better facilitate connections among students. One way to do that would maybe be to pair up more experienced students with entering students in a sort of mentoring program so that throughout the course, the entering students could ask questions to the more experienced students and then have someone to reach out to after GSRI ends.",Strongly Agree
20020109,8/28/2020 10:46 AM,Geography,#1,Department Advisor,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Comfortable,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,,,,,Strongly Agree
20020464,8/28/2020 1:28 PM,Civil and Environmental Engineering,#1,UW Library Event Calendar,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Comfortable,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,"As a graduate student, I think the clarity of contents, activities, and examples designed in this course were the most useful.","I amazed on the abundance of supports, resources, tools offered in this course. Even though I haven't tried all all of them, or initially I just went to UW library online, this course has made me able to do the my research easier and comfortable: literature reviews, searching relevant databases, creating citations, journal selection, and supports for speaking, writing and grammar. All in one course! I could not ask for more!",,"Awesome! This is my first time I registered in this course, and never thought that its amount were enormously helpful. I'd wish that GSRI keep the content accessible throughout my study at UW. Please!",Strongly Agree
20020467,8/28/2020 1:27 PM,electrical engineering,#1,Liaison Librarian,999,"Yes, I attended both the Kick-Off and the STEM event.",Somewhat Anxious,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,999,Strongly Agree,Strongly Agree,"It was useful that the course had links to helpful resources, and that the links were always specifically tailored to the module/page topic. The course was very organized and allowed me to learn more about parts of research I was previously unaware of.","It was very useful to learn about the databases available, how to search databases, and also how to communicate research to others.",What is it like to be a student researcher? What sort of activities does a student researcher engage in on a daily basis? I am an incoming master's student so I have no previous research experience and that would have been helpful to know.,"I was impressed by how organized it was. One thing that could be improved is to try to better facilitate connections among students. One way to do that would maybe be to pair up more experienced students with entering students in a sort of mentoring program so that throughout the course, the entering students could ask questions to the more experienced students and then have someone to reach out to after GSRI ends.",Strongly Agree
20020109,8/28/2020 10:46 AM,Geography,#1,Department Advisor,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Comfortable,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,,,,,Strongly Agree
20023973,8/31/2020 6:12 PM,Chemistry,#1,Department Advisor,"Yes, I participated in private Slack channels.","Yes, I attended both the Kick-Off and the STEM event.",Somewhat Anxious,Confident,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,"While all five modules in this course were useful, Modules 2 and 4 were the most beneficial for me. I greatly appreciated the discussion of the different means by which one can follow ""the citation trail."" Further, better learning how to navigate and use the research subject guide for my subject was, without doubt, quite helpful. Learning how to set up Husky OnNet was also quite beneficial. In addition, I appreciated the links and discussion associated with data management.","The most useful part of GSRI, for me, was certainly learning about new ways of following citation trails that I was previously not aware of.","It would have been nice if scholarly publishing was included as a larger component of Module 5: ""Taking your Research to the Next Level."" At present, this is only primarily discussed within activity option #2 of Module 5. The implications of the publication process, signing a publication contract, and more could be considered further in this module. On another note, the last two sentences in the first paragraph on Citation Managers in Module 3 repeat each other: ""Citation managers save you valuable time and energy by automatically capturing citations, generating bibliographies, and organizing a custom library of sources for you. A citation manager saves you valuable time and energy by automatically capturing citations, generating bibliographies, and organizing a custom library of sources for you."" This is just a small typo. Also, it would be nice if RSS is defined earlier on the “Alerts and Notifications"" page in Module 3.","This course was both well-organized and filled with a wealth of invaluable information; the topics were broken up well. Further, the two synchronous sessions as well as the ability to ask questions and discuss module topics in Slack with mentors made the GSRI all the more meaningful, helpful, and personable.",Strongly Agree
20021754,8/30/2020 10:32 PM,Information Systems,#1,Other: UW emails.,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Confident,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Introductions of various UW library sources and productivity tools.,How to navigate UW library and databases.,"As a phd student, I'd like to learn more about how to manage a long-term (more than one year) research projects, including data and coding version management to improve productivity.",Great!,Strongly Agree
20020213,8/28/2020 11:35 AM,Nutritional sciences,#1,UW Insider,"Yes, I participated in private Slack channels.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Confident,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,"Citation trails and citation managers, different databases available, the discipline-specific library guides, where to find various resources",How to use a citation manager,n/a,"Very well organized and much more helpful than I would have expected (I think I got more information that I'll need, at least to start)",Strongly Agree
20020213,8/28/2020 11:35 AM,Nutritional sciences,#1,UW Insider,"Yes, I participated in private Slack channels.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Confident,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,"Citation trails and citation managers, different databases available, the discipline-specific library guides, where to find various resources",How to use a citation manager,n/a,"Very well organized and much more helpful than I would have expected (I think I got more information that I'll need, at least to start)",Strongly Agree
20028001,09/03/2020 8:38 AM,Epidemiology,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated in my campus specific Slack channel.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Somewhat Anxious,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,,,,999
20024754,09/01/2020 10:48 AM,Medicine- Pediatric Infectious Diseases,#1,"UW Insider, Department Advisor","Yes, I participated my discipline specific Slack channel.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Somewhat Anxious,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Great list of resources to get a grasp on the basics and refer to as research is ongoing,Better understanding of specific library resources to use for help,,,Agree
20025334,09/01/2020 2:53 PM,Education,#1,UW Insider,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Somewhat Anxious,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,"Probably the interactions with other peers on Slack, though I wasn't able to participate, would like to go back and check out what have been discussed.",The learning materials on Canvas.,The discussion on Slack.,The mentors work hard and engaged in providing support and assistance very much. It would be really helpful if I participated more.,Strongly Agree
20021091,8/29/2020 10:15 AM,Public Health,#1,Other: Email,"Yes, I participated my discipline specific Slack channel., Yes, I participated in private Slack channels.","Yes, I attended both the Kick-Off and the STEM event.",Somewhat Anxious,Somewhat Anxious,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,The activities within the modules,All of the resources available within the library website.,"About how to use the websites where you can input and store data. I wasn’t able to tell
 
 How they would be useful to me since there was no tutorial with examples of in what circumstances it might be used and how it could be helpful.",Very positive! Would recommend!,Strongly Agree
20019610,8/27/2020 8:17 PM,Public Policy,#1,Department Advisor,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Somewhat Anxious,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,"I enjoyed Module 2 the most, and have started a growing list of researchers, journals, and topics to learn more about. I am switching fields mid-career, and learning about field-specific academic encyclopedias was also very helpful. The research design concept map was also useful, and I found some designs I would like to look into further for my capstone. RSS feed was useful, but I found a lot of the websites I was interested in that looked relevant to my field did not offer RSS feed. But, the process of setting it up still helped me find sources that I should engage with regularly.","*An understanding that research is an ongoing essential job duty -- it's not just something I will do for a class project or assignment, but a practice I need to keep up with independently every day.
 
 
 
 *Learning about Participatory Research and COmmunity-Engaged Research","I can't think of anything right now, but maybe when I actually get into the program I will realize that something important was omitted.","It was created by people who are knowledgeable and passionate about their field, and delivered in a way that respects my autonomy as an adult learner. I learned about tools and good practices that are new to me and will be important to me as a graduate student and a public policy professional.",Strongly Agree
20019610,8/27/2020 8:17 PM,Public Policy,#1,Department Advisor,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Somewhat Anxious,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,"I enjoyed Module 2 the most, and have started a growing list of researchers, journals, and topics to learn more about. I am switching fields mid-career, and learning about field-specific academic encyclopedias was also very helpful. The research design concept map was also useful, and I found some designs I would like to look into further for my capstone. RSS feed was useful, but I found a lot of the websites I was interested in that looked relevant to my field did not offer RSS feed. But, the process of setting it up still helped me find sources that I should engage with regularly.","*An understanding that research is an ongoing essential job duty -- it's not just something I will do for a class project or assignment, but a practice I need to keep up with independently every day.
 
 
 
 *Learning about Participatory Research and COmmunity-Engaged Research","I can't think of anything right now, but maybe when I actually get into the program I will realize that something important was omitted.","It was created by people who are knowledgeable and passionate about their field, and delivered in a way that respects my autonomy as an adult learner. I learned about tools and good practices that are new to me and will be important to me as a graduate student and a public policy professional.",Strongly Agree
20024749,09/01/2020 10:18 AM,DXARTS,#1,UW Insider,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated my discipline specific Slack channel., Yes, I participated in my campus specific Slack channel., Yes, I participated in private Slack channels.","Yes, I attended the GSRI Kick-Off event on Monday.",Very Confident,Very Confident,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,Strongly Agree
20031527,09/05/2020 8:55 PM,Education,#2,UW Insider,"Yes, I participated regularly in the general GSRI Slack.","No, I did not attend either synchronous Zoom event.",Anxious,Anxious,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,The CANVAS site was the most helpful for me. I didn't know about a lot of the resources provided. I wish I could access the site beyond this academic year.,"So many things: The UW Graduate School page, ways to research, all the resources, how helpful librarians are!",Effective scholarly writing.,This is a great resource and I'm glad I was able to sign up. I'm not as tech savvy so trying to figure out Slack was confusing for me and I didn't engage with it as much.,Strongly Agree
20029747,09/04/2020 6:46 AM,Computational Linguistics,#2,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","Yes, I attended both the Kick-Off and the STEM event.",Anxious,Comfortable,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Links to library resources on the UW library's website! I bookmarked a few pages that I know I'll visit frequently. It would've taken me so much more time trying to find these resources by navigating the site by myself.,"Tools for effective searches, like with booleans and specific document categories. Also, how to differentiate between different databases and search engines, and the strengths and weaknesses of finding research using these different resources.","Graduate student communities. I understand that this is primarily a research based course, but going into grad school during COVID as someone who already isn't the best at reaching out to and finding a community makes me especially anxious!","Very clear, easy to understand, and informative. The slack community where people can submit their own experiences and questions helped me know that there is a network of people with the same questions as you, and a network of people ready to help out. GSRI has saved me a lot of time by showing me all these tools and resources. I also loved the pacing--one hour of work over 5 days is a lot more manageable than a crash course in one day.",Agree
20032144,09/07/2020 9:58 AM,Dentistry,#2,Other: Received a UW email,"Yes, I participated my discipline specific Slack channel., Yes, I participated in private Slack channels., No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Anxious,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Getting to know the vast library data bases. I learned a lot about citation and will benefit from utilizing citation management tools.,Everything was very useful to me but if I had to choose I would pick citation management tools.,Writing research in the correct format.,It was really great!!,Strongly Agree
20031009,09/04/2020 9:03 PM,Asian Languages & Literature,#2,Department Advisor,"Yes, I participated my discipline specific Slack channel.","No, I did not attend either synchronous Zoom event.",Anxious,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Information where I can seek help,Productivity tools such as citation managers,,Very professional and supportive,Strongly Agree
20030531,09/04/2020 2:40 PM,Computer Science,#2,Department Advisor,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated my discipline specific Slack channel., Yes, I participated in my campus specific Slack channel., Yes, I participated in private Slack channels.","Yes, I attended both the Kick-Off and the STEM event.",Anxious,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,The tools and and research guides that we were introduced to,"1.Informative databases available for students
 
 2.Tools that were introduced to be alert for new related information
 
 3.Became familiar with slack",Search tools and databases,Great Experience,Strongly Agree
20030372,09/04/2020 1:35 PM,Aeronautics & Astronautics,#2,Department Advisor,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated my discipline specific Slack channel., Yes, I participated in my campus specific Slack channel., Yes, I participated in private Slack channels.","Yes, I attended both the Kick-Off and the STEM event.",Anxious,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,All the online resources that I never knew existed,Don't be afraid to ask a librarian for help,How to connect with researchers/professors,Very helpful. The administrators and mentors were very proactive and I loved the interaction with them and other grad students through Slack,Strongly Agree
20030030,09/04/2020 10:33 AM,Computer Science,#2,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","Yes, I attended the GSRI STEM event on Wednesday",Anxious,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,The GSRI mentors were great resources.,Learning about navigating online databases and catalogs.,,"I think it was very informative and welcoming and increased my feeling of community. I feel the GSRI struck a nice balance between breadth and depth, allowing participants to dive deeper when they wanted to.",Strongly Agree
20034089,09/08/2020 5:24 PM,Bioengineering,#2,Department Advisor,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated in private Slack channels.","No, I did not attend either synchronous Zoom event.",Anxious,Somewhat Anxious,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Tools to search the papers,Tools to search the papers,,Helpful,Strongly Agree
20033917,09/08/2020 3:43 PM,Public Health,#2,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","No, I did not attend either synchronous Zoom event.",Anxious,Somewhat Anxious,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,"I appreciate that this course helped orient me to UW and its library system. As a new student to UW, it was nice to have the GSRI as my first course using both Canvas and Slack. 
 
 
 
 I enjoyed having a cohort within the course, that certainly made it feel more personal and helped me feel more connected to the librarian mentors and the coursework.",The course introduced me to a lot of the resources offered at UW and indicated where I can find them as I need throughout my program.,"I would have liked to learn more about my program specific resources and tips and tricks when it comes to conducting research within public health. I understand that's extremely difficult to do when something like the GSRI involves students from multiple disciplines! However, some sort of knowledge about that to kind of take away from the GSRI and into the start of my program would be nice.",I really enjoyed it! Far more than I would have. I think it is definitely something in which you get out what you put in. You certainly have to take advantage of the information laid out and of the mentors and peers there on Slack. I'm glad I signed up!,Strongly Agree
20030615,09/04/2020 3:12 PM,clinical psychology,#2,Other: email listserv,"Yes, I participated my discipline specific Slack channel.","Yes, I attended the GSRI STEM event on Wednesday",Anxious,Somewhat Anxious,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,"All the links in the modules were great. I have so many bookmarks that I can turn to when needed. Also, my mentor Diane was amazing. She was so prompt and answered all the questions I had. She genuinely seems like she just wants to help everyone succeed which is great.","The importance of different databases. Before this I definitely used GoogleScholar exclusively, but now I know that is not the best use of my time.",Hard to answer this question. I am an incoming graduate student so I didn't come in with a lot of expectations and can't really speak to what the course is lacking since I don't know fully what resources graduate students need.,I thought it was really well organized and that everyone was very friendly and knowledgeable.,Strongly Agree
20029999,09/04/2020 10:13 AM,Special education,#2,UW Insider,"Yes, I participated my discipline specific Slack channel.","No, I did not attend either synchronous Zoom event.",Anxious,Somewhat Anxious,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,The resources shared within the modules,That I can set up statistical analysis consultation appointments with CSSS and that I can set up library search alerts.,N/A,Super!,Strongly Agree
20034616,09/08/2020 10:29 PM,Biomedical Imaging,#2,Social Media,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Comfortable,Comfortable,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,,,,,Agree
20033138,09/08/2020 10:58 AM,Chemistry,#2,UW Insider,"Yes, I participated my discipline specific Slack channel.","No, I did not attend either synchronous Zoom event.",Comfortable,Comfortable,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,"I have not been able to take the time to really go through the Canvas material yet, but it was really nice to see what other grad students in other departments are doing with their free time and to hear about their concerns via Slack. I also really enjoyed the comments that the librarians provided, especially about library science.",That there are library and information science Masters programs.,I'm not sure because I haven't gone through all the material yet.,"I really enjoyed it. I don't have much conversation or interaction with students in other disciplines, so it was just nice to see the greater community.",Agree
20030373,09/04/2020 1:32 PM,Operations Management,#2,UW Insider,"Yes, I participated in private Slack channels.","Yes, I attended the GSRI Kick-Off event on Monday.",Comfortable,Comfortable,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,Agree
20033935,09/08/2020 3:58 PM,Materials Science & Engineering,#2,Other: e-mailed directly,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Comfortable,Comfortable,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,The resources and information being organized in a logical manner.,That there are so many librarian resources.,Not sure,It was hard to stay engaged with the format but that is because of how I learn and less about GSRI itself. I have trouble engaging in something less structured like this.,Neutral
20030265,09/04/2020 12:37 PM,Japanese Literature,#2,"Department Advisor, Other:","Yes, I participated regularly in the general GSRI Slack.","Yes, I attended the GSRI Kick-Off event on Monday.",Comfortable,Comfortable,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,The module that described the differences b/t different citation managers.,How to use Slack.,Specific digital research techniques.,"Because the GSRI tries to bridge not only different humanities sub-disciplines but all graduate level work in all fields, it necessarily lacked depth in any one area. As a PhD student beginning their dissertation and looking to sharpen my (particularly digital) research skills, I found this to be disappointing. It seemed to function more as a social community for incoming MA students than a seminar in how better to conduct research, or an introduction to new research tools. I'm afraid I would only recommend GSRI to students who both 1. have no existing connections in the UW community and 2. have never conducted graduate level research before.",Other: I would recommend GSRI to incoming MA students only.
20034542,09/08/2020 9:09 PM,Germanics,#2,UW Insider,"Yes, I participated in private Slack channels.","No, I did not attend either synchronous Zoom event.",Comfortable,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,The activities helped underscore and practically approach what the modules tought in theory. I found that most useful.,The productivity tools and search configurations.,I think for its purpose and limited time it is quite well balanced.,Very compact and clear-cut.,Strongly Agree
20034305,09/08/2020 6:20 PM,Master of Social Work,#2,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","Yes, I attended the GSRI Kick-Off event on Monday.",Comfortable,Confident,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,the canvas resources!,how to access librarians for future help,creating a research topic/ thesis/ starting the research process,,Agree
20033296,09/08/2020 12:13 PM,Urban Planning,#2,Department Advisor,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated my discipline specific Slack channel., Yes, I participated in my campus specific Slack channel.","Yes, I attended the GSRI Kick-Off event on Monday.",Comfortable,Confident,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Canvas GSRI course portal,Procedure for conducting a literature review,Publishing options for graduate students,Good,Agree
20033285,09/08/2020 12:01 PM,Molecular Engineering,#2,Department Advisor,"Yes, I participated in private Slack channels.","Yes, I attended both the Kick-Off and the STEM event.",Comfortable,Confident,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,The resources on Canvas were really helpful.,Setting alarms to find research articles and looking for papers in research databases instead of Google Scholar.,,Excellent!,Agree
20030543,09/04/2020 2:43 PM,"Bio-informatics, Neuroscience",#2,UW Insider,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Comfortable,Confident,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,Agree
20030439,09/04/2020 1:57 PM,Interdisciplinary Poetics,#2,Department Advisor,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated my discipline specific Slack channel., Yes, I participated in my campus specific Slack channel., Yes, I participated in private Slack channels.","Yes, I attended the GSRI Kick-Off event on Monday.",Comfortable,Confident,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,The introduction to the discipline specific librarians was helpful as well as having all the research materials and options in one place.,This course refreshed me on many techniques and skills I had touched on previously but didn't have the time to integrate into my research work. This has been a good start to a year that feels strange because of COVID,With so many resources covered and the range of disciplines being addressed I felt the material was very broad. A focused workshop or exercise to help develop/brainstorm organizational techniques and work flows for the various programs.,"The material was well organized and presented progressively, building on what came before. The volume of material is somewhat daunting, but the modules and step-by-step was well done and I will be using the Canvas site as a reference over this year.",Agree
